customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,monthly_charge_group,avg_monthly_spend,service_count,has_security,has_support,is_new_customer,is_high_value_customer,is_month_to_month,contract_length_months,is_new_month_to_month,is_high_charge_no_support
0744-GKNGE,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,No,61-72,High,83.23828125,4,True,True,False,True,True,1,False,False
6447-EGDIV,Female,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,No,25-48,Low,22.04032258064516,1,False,False,False,False,False,12,False,False
1167-OYZJF,Female,Yes,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,No,61-72,Low,18.851492537313433,1,False,False,False,False,False,24,False,False
2108-YKQTY,Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,Yes,0-12,Medium,37.825,2,False,False,True,False,True,1,True,False
4806-DXQCE,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,No,61-72,High,110.20928571428571,8,True,True,False,True,False,24,False,False
4918-QLLIW,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,Yes,0-12,Medium,62.9,2,False,False,True,False,True,1,True,False
7056-IMHCC,Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,Yes,49-60,High,104.70566037735848,5,False,False,False,True,True,1,False,True
4854-SSLTN,Male,No,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,No,0-12,Medium,65.25,4,True,True,True,False,False,24,False,False
5294-DMSFH,Female,No,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,No,25-48,High,90.40517241379311,3,False,False,False,True,True,1,False,True
4837-PZTIC,Female,No,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,No,25-48,Low,39.898936170212764,3,True,True,False,False,False,24,False,False
1625-JAIIY,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,Yes,61-72,Medium,83.61470588235295,3,False,False,False,True,False,12,False,True
0603-OLQDC,Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,No,0-12,Medium,69.79166666666667,4,True,False,True,False,True,1,True,False
3272-VUHPV,Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,No,0-12,Medium,50.1875,3,False,True,True,False,True,1,True,False
4176-FXYBO,Male,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,No,49-60,High,113.31388888888888,7,True,False,False,True,True,1,False,True
1063-DHQJF,Male,No,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,No,61-72,High,93.92608695652173,4,False,True,False,True,False,24,False,False
8663-UPDGF,Female,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,No,25-48,Medium,69.2326923076923,5,True,False,False,False,True,1,False,False
6719-FGEDO,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,No,61-72,High,98.66944444444444,6,True,True,False,True,False,24,False,False
1837-YQUCE,Female,No,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,No,61-72,Medium,60.20357142857143,5,True,True,False,False,False,24,False,False
2947-DOMLJ,Male,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,Yes,0-12,Medium,50.6,2,True,False,True,False,True,1,True,False
4112-LUEIZ,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,Yes,0-12,High,86.31,3,False,False,True,True,True,1,True,True
0369-ZGOVK,Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,No,25-48,Medium,71.15,1,False,False,False,True,False,12,False,True
4510-HIMLV,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,0-12,Medium,69.8,1,False,False,True,False,True,1,True,False
9919-KNPOO,Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,No,13-24,High,92.77857142857142,4,False,False,False,True,True,1,False,True
8749-JMNKX,Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,Yes,49-60,High,93.15588235294118,5,True,False,False,True,True,1,False,True
7872-BAAZR,Female,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,No,49-60,Low,19.016981132075472,1,False,False,False,False,False,12,False,False
9391-LMANN,Male,No,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,No,49-60,High,95.03584905660377,5,True,False,False,True,False,12,False,True
2430-USGXP,Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,Yes,13-24,High,99.65833333333335,5,False,False,False,True,True,1,False,True
8174-TBVCF,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,No,61-72,High,97.98642857142858,8,True,True,False,True,False,24,False,False
1698-XFZCI,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,No,61-72,High,106.91639344262295,7,True,False,False,True,False,12,False,True
1877-HKBQX,Female,No,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,No,0-12,Medium,56.16818181818182,3,True,True,True,False,False,12,False,False
4450-DLLMH,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,No,0-12,Medium,78.875,1,False,False,True,True,True,1,True,True
0428-AXXLJ,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5,516.3,No,25-48,Low,20.651999999999997,1,False,False,False,False,False,12,False,False
2746-DIJLO,Female,No,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,No,25-48,Medium,57.65853658536585,3,False,False,False,False,False,12,False,False
5955-ERIHD,Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,Yes,13-24,High,93.775,4,False,False,False,True,True,1,False,True
0917-EZOLA,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,Yes,61-72,High,106.80486111111111,6,False,False,False,True,False,24,False,True
3508-VLHCZ,Female,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,No,61-72,High,87.87394366197184,8,True,True,False,True,False,24,False,False
4086-ATNFV,Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,No,25-48,Medium,60.06029411764706,4,True,False,False,False,False,12,False,False
0468-YRPXN,Male,No,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,No,25-48,High,96.79655172413793,5,False,True,False,True,True,1,False,False
5996-NRVXR,Male,Yes,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,No,25-48,High,102.92,6,True,True,False,True,False,12,False,False
3739-YBWAB,Male,No,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,No,25-48,Low,36.609722222222224,2,True,False,False,False,False,12,False,False
7047-FWEYA,Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,No,25-48,High,99.8836956521739,6,False,True,False,True,False,12,False,False
2000-MPKCA,Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,No,49-60,High,109.1853448275862,7,True,False,False,True,False,12,False,True
9762-YAQAA,Male,No,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,No,25-48,Medium,82.40384615384616,3,False,False,False,True,False,12,False,True
5949-EBSQK,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,Yes,0-12,Medium,57.3875,3,False,True,True,False,True,1,True,False
5473-KHBPS,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,No,49-60,High,95.6951923076923,5,False,False,False,True,False,12,False,True
0100-DUVFC,Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,No,61-72,High,104.41357142857143,6,False,False,False,True,False,12,False,True
5397-TUPSH,Male,Yes,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,No,61-72,Medium,70.08,1,False,False,False,True,False,12,False,True
8950-MTZNV,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,44.95,No,0-12,Low,44.95,1,False,False,True,False,True,1,True,False
0326-VDYXE,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,No,61-72,High,99.75,5,False,False,False,True,False,12,False,True
6773-LQTVT,Female,Yes,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,No,25-48,Low,35.35,2,False,False,False,False,True,1,False,False
7274-RTAPZ,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,Yes,0-12,High,90.55,3,False,False,True,True,True,1,True,True
0436-TWFFZ,Female,No,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,No,61-72,High,85.2865671641791,7,True,True,False,True,False,24,False,False
8566-YPRGL,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,No,0-12,Low,19.5,1,False,False,True,False,True,1,True,False
0311-UNPFF,Female,No,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,Yes,25-48,High,87.475,3,False,False,False,True,True,1,False,True
6609-MXJHJ,Female,No,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.1,789.55,No,25-48,Low,26.31833333333333,2,False,False,False,False,False,24,False,False
2669-OIDSD,Female,No,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,No,25-48,High,100.70833333333333,5,False,True,False,True,True,1,False,False
8400-WZICQ,Female,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,No,49-60,Medium,56.941818181818185,3,True,False,False,False,True,1,False,False
3834-XUIFC,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,Yes,0-12,High,86.07857142857142,3,False,False,True,True,True,1,True,True
9576-SYUHJ,Male,No,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,No,25-48,High,91.0608108108108,4,True,False,False,True,True,1,False,True
0410-IPFTY,Female,No,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,No,25-48,Medium,86.26290322580645,3,False,False,False,True,True,1,False,True
2831-EBWRN,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,No,0-12,Low,49.9375,1,False,False,True,False,True,1,True,False
9430-NKQLY,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,No,61-72,Low,24.87222222222222,2,False,False,False,False,False,24,False,False
8414-MYSHR,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,Yes,0-12,High,89.95,3,False,False,True,True,True,1,True,True
0247-SLUJI,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,No,0-12,Low,19.7,1,False,False,True,False,True,1,True,False
9402-ORRAH,Female,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,No,13-24,High,93.35333333333332,3,False,False,False,True,True,1,False,True
6483-OATDN,Male,No,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,No,0-12,Medium,51.45,2,True,False,True,False,True,1,True,False
1293-HHSHJ,Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741.0,No,25-48,Low,21.17142857142857,1,False,False,False,False,False,12,False,False
4840-ORQXB,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,No,49-60,High,104.30982142857144,6,False,False,False,True,True,1,False,True
7599-FKVXZ,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,Yes,25-48,High,107.4452380952381,6,False,True,False,True,True,1,False,False
3982-DQLUS,Male,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.45,No,61-72,High,87.51461538461538,4,True,False,False,True,True,1,False,True
8610-ZIKJJ,Female,No,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,31.9,No,0-12,Low,15.95,1,False,False,True,False,False,12,False,False
3756-VNWDH,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,No,61-72,High,102.68692307692307,5,True,False,False,True,False,12,False,True
7801-KICAO,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,No,13-24,Medium,74.76388888888889,2,False,False,False,True,True,1,False,True
7673-LPRNY,Female,No,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,No,13-24,Medium,80.13260869565217,6,True,False,False,True,False,12,False,True
8229-TNIQA,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,Yes,0-12,Low,49.2375,1,False,False,True,False,True,1,True,False
6060-QBMGV,Male,No,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1433.8,No,61-72,Low,20.482857142857142,1,False,False,False,False,False,24,False,False
7339-POGZN,Female,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,214.55,No,0-12,Medium,53.6375,2,False,False,True,False,True,1,True,False
2828-SLQPF,Male,No,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,No,13-24,Low,45.57105263157895,1,False,False,False,False,True,1,False,False
4465-VDKIQ,Female,No,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,No,13-24,Medium,75.47777777777777,3,False,False,False,True,True,1,False,True
2921-XWDJH,Female,Yes,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,No,25-48,Medium,82.81973684210527,3,True,False,False,True,True,1,False,True
6221-AVQYL,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,Yes,0-12,Medium,65.525,2,False,False,True,True,True,1,True,True
2558-BUOZZ,Male,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,4535.85,No,25-48,High,96.50744680851065,5,True,False,False,True,False,12,False,True
9257-AZMTZ,Female,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1078.75,No,49-60,Low,20.745192307692307,1,False,False,False,False,False,24,False,False
0003-MKNFE,Male,No,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,No,0-12,Medium,60.266666666666666,3,False,False,True,False,True,1,True,False
0975-UYDTX,Female,No,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,No,25-48,High,88.94423076923077,8,True,True,False,True,False,12,False,False
7743-EXURX,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,Yes,0-12,Medium,51.88125,2,False,False,True,False,True,1,True,False
4682-BLBUC,Male,No,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,No,25-48,Medium,73.87386363636364,5,False,True,False,True,False,12,False,False
0975-VOOVL,Female,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,No,0-12,Low,32.833333333333336,1,False,False,True,False,True,1,True,False
5968-VXZLG,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,No,0-12,Low,43.95,1,False,False,True,False,True,1,True,False
5569-KGJHX,Female,No,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,Yes,0-12,High,83.85,3,False,False,True,True,True,1,True,True
4988-IQIGL,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,0-12,Medium,75.35,2,False,False,True,True,True,1,True,True
5201-FRKKS,Male,No,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,No,25-48,Medium,78.09,2,True,False,False,True,True,1,False,True
9799-CAYJJ,Female,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,No,0-12,Medium,76.9,1,False,False,True,False,True,1,True,False
7730-IUTDZ,Male,No,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,3198.6,Yes,25-48,Medium,74.38604651162791,2,True,False,False,True,True,1,False,True
0426-TIRNE,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,0-12,Low,20.9,1,False,False,True,False,True,1,True,False
5443-SCMKX,Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,5610.15,No,49-60,High,96.72672413793103,5,False,False,False,True,False,12,False,True
8295-KMENE,Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,4519.5,No,49-60,Medium,76.60169491525424,6,True,True,False,True,False,24,False,False
6738-ISCBM,Male,No,No,No,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.0,2440.25,No,25-48,Medium,55.46022727272727,4,True,False,False,False,False,12,False,False
9821-BESNZ,Male,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.25,6860.6,No,61-72,High,103.94848484848485,6,False,True,False,True,False,12,False,False
